name,imdbRating,Rotten_Tomatoes,Metacritic,imdbVotes,plot
Pooh's Heffalump Movie(2005),6.4,79.0,64.0,4839.0,"A heffalump is heard trumpeting in the hundred acre woods. Winnie the Pooh, Tigger, and Piglet are scared and rush to Rabbit's house for advice. Roo joins them and they all agree that heffalumps are nearby after finding a huge footprint. They decide to set out on an expedition to catch the heffalump. Roo is not allowed to come along because he is too little."
School for Scoundrels(2006),5.9,25.0,44.0,27422.0,An unlucky meter reader enrolls in a confidence-building class so he can win the love of the girl of his dreams. The class turns out to be something quite different when it becomes clear to the young man that his professor has his sights set on the same girl.
Silent Hill: Revelation 3D(2012),,,,,N/A
Home for the Holidays(1995),6.6,63.0,56.0,10112.0,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics."
The Zookeeper’s Wife(2017),7.0,61.0,57.0,24286.0,"War brews over Warsaw in 1939, and while life is still running its course, the Germans are slowly beginning to make their presence felt, with Hitler secretly preparing for the German invasion of Poland. Under those circumstances, the young couple of Jan and Antonina Zabinski continue their daily routine as owners and keepers of the Warsaw Zoo, but soon, as German Luftwaffe's Stukas hammer the Polish capital, their life's work together with the city, will turn to ashes. However, with the zoo liquidated for the war effort and many of its animals tragically perished, what was once an animals' zoo, will now serve as a sanctuary where Antonina, the humanist veterinarian, and Jan can hide the persecuted Polish Jews in plain sight until safe houses are found. That was Jan and Antonina's formidable, yet perilous plan, who regardless of the consequences, refused to wither before the Nazi menace, took matters into their own hands and sheltered 300 Jews under the Germans' noses."
Fired Up(2009),6.7,,,127.0,"A creative executive, Gwen, and her long-time assistant, Terry are fired from their jobs. After 3 months, Gwen shows up at Terry's door, broke. Gwen cajoles Terry into going into business with her as equals, which proves difficult after their previous business relationship. Gwen also moves in with Terry and her brother, Danny. Gwen also has to fight off the advances of Danny's boss, Guy, who owns the bar below where the trio live."
Kung Fu Hustle(2005),7.8,90.0,78.0,109567.0,"Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sing's actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all."
The Country Bears(2002),4.0,30.0,37.0,4215.0,"Based on an attraction at Disneyland, the Country Bear Jamboree, ""The Country Bears"" (2002) is one in a long line of live action Disney family films. The movie is a satire of Behind the Music rock & roll bands. Beary, a young bear raised by a human family in a world where humans and talking bears coexist, attempts to trace his roots. He meets up with the Country Bears, a long-since broken-up band, a parody of bands like the Eagles. Beary helps the Country Bears reunite for one final concert, while searching for who he truly is."
Flatliners(2017),6.6,48.0,55.0,71200.0,"Medical students begin to explore the realm of near death experiences, hoping for insights. Each has their heart stopped and is revived. They begin having flashes of walking nightmares from their childhood, reflecting sins they committed or had committed against them. The experiences continue to intensify, and they begin to be physically beaten by their visions as they try and go deeper into the death experience to find a cure."
Dead Silence(2007),6.2,21.0,34.0,74797.0,"Every town has its own ghost story, and a local folktale around Ravens Fair is about a ventriloquist named Mary Shaw. After she went mad in the 1940s, she was accused of kidnapping a young boy who yelled out in one of her performances that she was a fraud. Because of this she was hunted down by townspeople who in the ultimate act of revenge, cut out her tongue and then killed her. They buried her along with her ""children,"" a handmade collection of vaudeville dolls, and assumed they had silenced her forever. However, Ravens Fair has been plagued by mysterious deaths around them after Mary Shaws collection has returned from their graves and have come to seek revenge on people that killed her and their families. Far from the pall of their cursed hometown, newlyweds Jamie and Lisa Ashen thought they had established a fresh start, until Jamie's wife is grotesquely killed in their apartment. Jamie returns to Ravens Fair for the funeral, intent on unraveling the mystery of Lisa's death. Once reunited with his ill father, Edward, and his father's new young bride, Ella, Jamie must dig into the town's bloody past to find out who killed his wife and why. All the while, he is doggedly pursued by a detective who doesn't believe a word he says. As he uncovers the legend of Mary Shaw, he will unlock the story of her curse and the truth behind the threat from a rhyme in his childhood: if you see Mary Shaw and scream, she'll take your tongue. And the last thing you will hear before you die...is your own voice speaking back to you."
21 Grams(2003),7.7,80.0,70.0,205028.0,"This is the story of three well-meaning but flawed people: Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife, happily married homemaker with two young daughters, with hiding a secret past; and Jack Jordan, an ex-convict who has found in his Christian faith the strength to live a law-abiding life and raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will have learnt harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever."
